Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
279,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,21-Aug-24
280,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,21-Dec-24
281,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,21-Jul-24
282,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,21-Nov-24
283,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,21-Oct-24
284,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,21-Sep-24
285,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,22-Aug-24
286,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,22-Dec-24
287,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,22-Jul-24
288,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,22-Nov-24
289,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,22-Oct-24
290,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,22-Sep-24
291,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,23-Aug-24
292,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,23-Dec-24
293,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,23-Jul-24
294,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,23-Oct-24
295,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,23-Sep-24
296,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,24-Aug-24
297,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,24-Dec-24
298,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,24-Jul-24
299,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,24-Nov-24
300,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,24-Oct-24
301,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,24-Sep-24
302,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,25-Aug-24
303,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,25-Dec-24
304,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,25-Jul-24
305,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,25-Nov-24
306,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,25-Oct-24
307,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,25-Sep-24
308,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,26-Aug-24
309,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,26-Dec-24
310,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,26-Jul-24
311,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,26-Nov-24
312,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,26-Oct-24
313,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,26-Sep-24
314,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,27-Aug-24
315,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,27-Dec-24
316,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,27-Jul-24
317,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,27-Nov-24
318,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,27-Oct-24
319,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,27-Sep-24
320,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,28-Aug-24
321,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,28-Dec-24
322,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,28-Nov-24
323,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,28-Oct-24
324,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,28-Sep-24
325,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,29-Aug-24
326,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,29-Dec-24
327,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,29-Jul-24
328,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,29-Nov-24
329,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,29-Oct-24
330,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,29-Sep-24
331,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,30-Aug-24
332,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,30-Dec-24
333,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,30-Jul-24
334,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,30-Oct-24
335,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,30-Sep-24
336,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,31-Aug-24
337,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,31-Dec-24
338,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,31-Jul-24
339,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2600,3000,3000,17-Sep-24
340,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2600,3000,3000,19-Sep-24
341,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,3000,3500,3500,06-Oct-24
342,Coimbatore,Negamam,Maize,Other,FAQ,1500,1800,1600,20-Nov-23
343,Coimbatore,Palladam,Maize,Yellow,FAQ,2000,2200,2100,08-Jul-22
344,Coimbatore,Palladam,Maize,Yellow,FAQ,2000,2200,2100,11-Jul-22
345,Coimbatore,Palladam,Maize,Yellow,FAQ,2000,2200,2100,21-Dec-22
346,Coimbatore,Palladam,Maize,Yellow,FAQ,2000,2200,2100,24-Nov-22
347,Coimbatore,Palladam,Maize,Yellow,FAQ,2000,2380,2250,19-Sep-23
348,Coimbatore,Palladam,Maize,Yellow,FAQ,2000,2380,2250,22-Sep-23
349,Coimbatore,Palladam,Maize,Yellow,FAQ,2020,2380,2160,20-Sep-23
350,Coimbatore,Palladam,Maize,Yellow,FAQ,2030,2350,2160,13-Sep-23
351,Coimbatore,Palladam,Maize,Yellow,FAQ,2100,2200,2150,27-Jan-23
352,Coimbatore,Palladam,Maize,Yellow,FAQ,2100,2250,2160,16-Oct-23
353,Coimbatore,Palladam,Maize,Yellow,FAQ,2100,2250,2180,11-Oct-23
354,Coimbatore,Palladam,Maize,Yellow,FAQ,2100,2260,2180,18-Oct-23
355,Coimbatore,Palladam,Maize,Yellow,FAQ,2100,2280,2160,30-Oct-23
356,Coimbatore,Palladam,Maize,Yellow,FAQ,2100,2300,2200,03-Oct-23
357,Coimbatore,Palladam,Maize,Yellow,FAQ,2100,2300,2200,04-Oct-23
358,Coimbatore,Palladam,Maize,Yellow,FAQ,2100,2300,2200,12-Jan-23
359,Coimbatore,Palladam,Maize,Yellow,FAQ,2100,2300,2200,15-Mar-24
360,Coimbatore,Palladam,Maize,Yellow,FAQ,2100,2300,2200,29-Nov-23
361,Coimbatore,Palladam,Maize,Yellow,FAQ,2100,2350,2200,14-Dec-23
362,Coimbatore,Palladam,Maize,Yellow,FAQ,2100,2350,2200,27-Dec-23
363,Coimbatore,Palladam,Maize,Yellow,FAQ,2100,2350,2250,18-Dec-23
364,Coimbatore,Palladam,Maize,Yellow,FAQ,2100,2360,2250,11-Dec-23
365,Coimbatore,Palladam,Maize,Yellow,FAQ,2100,2390,2200,04-Dec-23
366,Coimbatore,Palladam,Maize,Yellow,FAQ,2100,2400,2200,03-Jan-24
367,Coimbatore,Palladam,Maize,Yellow,FAQ,2100,2400,2200,22-Jan-24
368,Coimbatore,Palladam,Maize,Yellow,FAQ,2100,2400,2250,10-Jan-24
369,Coimbatore,Palladam,Maize,Yellow,FAQ,2100,2400,2250,20-Dec-23
370,Coimbatore,Palladam,Maize,Yellow,FAQ,2150,2380,2200,26-Dec-23
371,Coimbatore,Palladam,Maize,Yellow,FAQ,2200,2400,2300,07-Sep-22
372,Coimbatore,Pethappampatti,Maize,Other,FAQ,1600,1700,1650,05-Jan-22
373,Coimbatore,Pethappampatti,Maize,Other,FAQ,1700,1720,1720,24-Feb-20
374,Coimbatore,Pethappampatti,Maize,Other,FAQ,1700,1730,1700,27-Feb-20
375,Coimbatore,Pethappampatti,Maize,Other,FAQ,1700,1730,1720,25-Feb-20
376,Coimbatore,Pethappampatti,Maize,Other,FAQ,1700,1750,1700,26-Feb-20
377,Coimbatore,Pethappampatti,Maize,Other,FAQ,1700,1750,1720,01-Mar-20
378,Coimbatore,Pethappampatti,Maize,Other,FAQ,1700,1750,1720,02-Mar-20
379,Coimbatore,Pethappampatti,Maize,Other,FAQ,1700,1750,1720,28-Feb-20
380,Coimbatore,Pethappampatti,Maize,Other,FAQ,1700,1750,1720,29-Feb-20
381,Coimbatore,Pethappampatti,Maize,Other,FAQ,1700,1750,1730,19-Feb-20
382,Coimbatore,Pethappampatti,Maize,Other,FAQ,1700,1850,1750,12-Oct-21
383,Coimbatore,Pethappampatti,Maize,Other,FAQ,1750,1900,1850,11-Nov-21
384,Coimbatore,Pethappampatti,Maize,Other,FAQ,1800,2200,2100,25-Oct-23
385,Coimbatore,Pethappampatti,Maize,Other,FAQ,1900,1970,1920,28-Jan-22
386,Coimbatore,Pethappampatti,Maize,Other,FAQ,1900,2200,2000,27-Oct-23
387,Coimbatore,Pethappampatti,Maize,Other,FAQ,1900,2300,2150,31-Oct-23
388,Coimbatore,Pethappampatti,Maize,Other,FAQ,1950,2200,2050,30-Oct-23
389,Coimbatore,Pethappampatti,Maize,Other,FAQ,2000,2050,2020,27-Aug-21
390,Coimbatore,Pethappampatti,Maize,Other,FAQ,2000,2100,2050,02-Nov-23
391,Coimbatore,Pethappampatti,Maize,Other,FAQ,2000,2100,2050,09-Sep-21
392,Coimbatore,Pethappampatti,Maize,Other,FAQ,2000,2100,2050,14-Sep-21
393,Coimbatore,Pethappampatti,Maize,Other,FAQ,2000,2100,2050,15-Sep-21
394,Coimbatore,Pethappampatti,Maize,Other,FAQ,2000,2100,2050,16-Sep-21
395,Coimbatore,Pethappampatti,Maize,Other,FAQ,2000,2200,2100,06-Nov-23
396,Coimbatore,Pethappampatti,Maize,Other,FAQ,2000,2200,2100,18-Oct-23
397,Coimbatore,Pethappampatti,Maize,Other,FAQ,2000,2250,2100,19-Oct-23
398,Coimbatore,Pethappampatti,Maize,Other,FAQ,2000,2300,2200,03-Oct-23
399,Coimbatore,Pethappampatti,Maize,Other,FAQ,2000,2330,2250,25-Sep-23
400,Coimbatore,Pethappampatti,Maize,Other,FAQ,2000,2350,2200,09-Oct-23
401,Coimbatore,Pethappampatti,Maize,Other,FAQ,2000,2350,2200,10-Oct-23
402,Coimbatore,Pethappampatti,Maize,Other,FAQ,2000,2350,2200,11-Oct-23
403,Coimbatore,Pethappampatti,Maize,Other,FAQ,2000,2350,2200,19-Sep-23
404,Coimbatore,Pethappampatti,Maize,Other,FAQ,2000,2350,2200,22-Sep-23
405,Coimbatore,Pethappampatti,Maize,Other,FAQ,2000,2350,2200,26-Sep-23
406,Coimbatore,Pethappampatti,Maize,Other,FAQ,2000,2350,2200,29-Sep-23
407,Coimbatore,Pethappampatti,Maize,Other,FAQ,2000,2350,2250,21-Sep-23
408,Coimbatore,Pethappampatti,Maize,Other,FAQ,2000,2350,2300,04-Oct-23
409,Coimbatore,Pethappampatti,Maize,Other,FAQ,2050,2250,2150,10-Nov-23
410,Coimbatore,Pethappampatti,Maize,Other,FAQ,2100,2300,2200,01-Dec-23
411,Coimbatore,Pethappampatti,Maize,Other,FAQ,2100,2300,2200,04-Dec-23
412,Coimbatore,Pethappampatti,Maize,Other,FAQ,2100,2300,2200,04-Mar-24
413,Coimbatore,Pethappampatti,Maize,Other,FAQ,2100,2300,2200,06-May-24
414,Coimbatore,Pethappampatti,Maize,Other,FAQ,2100,2300,2200,14-Mar-24
415,Coimbatore,Pethappampatti,Maize,Other,FAQ,2100,2300,2200,16-May-24
416,Coimbatore,Pethappampatti,Maize,Other,FAQ,2100,2300,2200,17-Nov-23
417,Coimbatore,Pethappampatti,Maize,Other,FAQ,2100,2300,2200,24-Nov-23
418,Coimbatore,Pethappampatti,Maize,Other,FAQ,2100,2300,2200,26-Mar-24
419,Coimbatore,Pethappampatti,Maize,Other,FAQ,2100,2300,2200,27-Mar-24
420,Coimbatore,Pethappampatti,Maize,Other,FAQ,2100,2300,2200,27-Nov-23
421,Coimbatore,Pethappampatti,Maize,Other,FAQ,2100,2300,2200,29-Nov-23
422,Coimbatore,Pethappampatti,Maize,Other,FAQ,2100,2300,2200,31-May-24
423,Coimbatore,Pethappampatti,Maize,Other,FAQ,2100,2350,2200,18-Nov-23
424,Coimbatore,Pethappampatti,Maize,Other,FAQ,2100,2350,2200,23-Nov-23
425,Coimbatore,Pethappampatti,Maize,Other,FAQ,2100,2350,2250,09-Nov-23
426,Coimbatore,Pethappampatti,Maize,Other,FAQ,2100,2350,2250,14-Nov-23
427,Coimbatore,Pethappampatti,Maize,Other,FAQ,2150,2350,2250,05-Dec-23
428,Coimbatore,Pethappampatti,Maize,Other,FAQ,2200,2350,2250,08-Aug-23
429,Coimbatore,Pethappampatti,Maize,Other,FAQ,2200,2350,2250,09-Aug-23
430,Coimbatore,Pethappampatti,Maize,Other,FAQ,2200,2400,2300,13-Feb-24
431,Coimbatore,Pethappampatti,Maize,Other,FAQ,2200,2400,2300,14-Feb-24
432,Coimbatore,Pethappampatti,Maize,Other,FAQ,2200,2400,2300,16-Feb-24
433,Coimbatore,Pethappampatti,Maize,Other,FAQ,2200,2400,2300,22-Feb-24
434,Coimbatore,Pethappampatti,Maize,Yellow,FAQ,1900,2350,2200,01-Sep-23
435,Coimbatore,Pethappampatti,Maize,Yellow,FAQ,1950,2050,2000,26-Aug-21
436,Coimbatore,Pethappampatti,Maize,Yellow,FAQ,2000,2200,2100,01-Mar-23
437,Coimbatore,Pethappampatti,Maize,Yellow,FAQ,2000,2200,2100,16-Feb-23
438,Coimbatore,Pethappampatti,Maize,Yellow,FAQ,2000,2200,2100,22-Dec-22
439,Coimbatore,Pethappampatti,Maize,Yellow,FAQ,2000,2200,2100,28-Feb-23
440,Coimbatore,Pethappampatti,Maize,Yellow,FAQ,2000,2200,2100,29-Dec-22
441,Coimbatore,Pethappampatti,Maize,Yellow,FAQ,2000,2220,2100,09-Feb-23
442,Coimbatore,Pethappampatti,Maize,Yellow,FAQ,2000,2220,2100,09-Jan-23
443,Coimbatore,Pethappampatti,Maize,Yellow,FAQ,2000,2220,2100,10-Jan-23
444,Coimbatore,Pethappampatti,Maize,Yellow,FAQ,2000,2220,2100,10-Mar-23
445,Coimbatore,Pethappampatti,Maize,Yellow,FAQ,2000,2250,2200,06-Jan-23
446,Coimbatore,Pethappampatti,Maize,Yellow,FAQ,2000,2400,2250,15-Jun-22
447,Coimbatore,Pethappampatti,Maize,Yellow,FAQ,2100,2230,2150,12-Jan-23
448,Coimbatore,Pethappampatti,Maize,Yellow,FAQ,2100,2240,2200,02-Feb-23
449,Coimbatore,Pethappampatti,Maize,Yellow,FAQ,2100,2300,2200,01-Feb-23
450,Coimbatore,Pethappampatti,Maize,Yellow,FAQ,2100,2300,2200,21-Feb-23
451,Coimbatore,Pethappampatti,Maize,Yellow,FAQ,2100,2500,2200,23-Apr-22
452,Coimbatore,Pethappampatti,Maize,Yellow,FAQ,2200,2350,2250,03-Sep-23
453,Coimbatore,Pethappampatti,Maize,Yellow,FAQ,2200,2350,2250,04-Sep-23
454,Coimbatore,Pethappampatti,Maize,Yellow,FAQ,2200,2350,2250,07-Sep-23
455,Coimbatore,Pethappampatti,Maize,Yellow,FAQ,2200,2350,2250,09-Sep-23
456,Coimbatore,Pethappampatti,Maize,Yellow,FAQ,2200,2350,2250,21-Aug-23
457,Coimbatore,Pethappampatti,Maize,Yellow,FAQ,2200,2350,2250,31-Aug-23
458,Coimbatore,Pethappampatti,Maize,Yellow,FAQ,2200,2350,2300,05-Sep-23
459,Coimbatore,Pethappampatti,Maize,Yellow,FAQ,2300,2400,2350,27-Dec-22
460,Coimbatore,Pollachi,Maize,Other,FAQ,1410,1460,1440,11-Nov-20
461,Coimbatore,Pollachi,Maize,Other,FAQ,1410,1480,1450,03-Nov-20
462,Coimbatore,Pollachi,Maize,Other,FAQ,1410,1480,1450,04-Nov-20
463,Coimbatore,Pollachi,Maize,Other,FAQ,1410,1480,1450,05-Nov-20
464,Coimbatore,Pollachi,Maize,Other,FAQ,1410,1480,1450,06-Nov-20
465,Coimbatore,Pollachi,Maize,Other,FAQ,1410,1480,1450,09-Nov-20
466,Coimbatore,Pollachi,Maize,Other,FAQ,1410,1480,1450,10-Nov-20
467,Coimbatore,Pollachi,Maize,Other,FAQ,1420,1520,1470,01-Feb-21
468,Coimbatore,Pollachi,Maize,Other,FAQ,1420,1520,1470,03-Feb-21
469,Coimbatore,Pollachi,Maize,Other,FAQ,1420,1520,1470,05-Feb-21
470,Coimbatore,Pollachi,Maize,Other,FAQ,1420,1520,1470,05-Jan-21
471,Coimbatore,Pollachi,Maize,Other,FAQ,1420,1520,1470,06-Jan-21
472,Coimbatore,Pollachi,Maize,Other,FAQ,1420,1520,1470,08-Feb-21
473,Coimbatore,Pollachi,Maize,Other,FAQ,1420,1520,1470,09-Feb-21
474,Coimbatore,Pollachi,Maize,Other,FAQ,1420,1520,1470,10-Feb-21
475,Coimbatore,Pollachi,Maize,Other,FAQ,1420,1520,1470,11-Feb-21
476,Coimbatore,Pollachi,Maize,Other,FAQ,1420,1520,1470,12-Feb-21
477,Coimbatore,Pollachi,Maize,Other,FAQ,1420,1520,1470,12-Jan-21
478,Coimbatore,Pollachi,Maize,Other,FAQ,1420,1520,1470,13-Jan-21
479,Coimbatore,Pollachi,Maize,Other,FAQ,1420,1520,1470,18-Jan-21
480,Coimbatore,Pollachi,Maize,Other,FAQ,1420,1520,1470,19-Jan-21
481,Coimbatore,Pollachi,Maize,Other,FAQ,1420,1520,1470,20-Jan-21
482,Coimbatore,Pollachi,Maize,Other,FAQ,1420,1520,1470,22-Jan-21
483,Coimbatore,Pollachi,Maize,Other,FAQ,1420,1520,1470,25-Jan-21
484,Coimbatore,Pollachi,Maize,Other,FAQ,1420,1520,1470,26-Nov-20
485,Coimbatore,Pollachi,Maize,Other,FAQ,1420,1520,1470,27-Jan-21
486,Coimbatore,Pollachi,Maize,Other,FAQ,1420,1570,1450,04-Feb-21
487,Coimbatore,Pollachi,Maize,Other,FAQ,1420,1570,1450,16-Feb-21
488,Coimbatore,Pollachi,Maize,Other,FAQ,1420,1570,1470,21-Jan-21
489,Coimbatore,Pollachi,Maize,Other,FAQ,1420,1570,1470,28-Dec-20
490,Coimbatore,Pollachi,Maize,Other,FAQ,1430,1470,1450,24-Feb-21
491,Coimbatore,Pollachi,Maize,Other,FAQ,1430,1470,1450,29-Jan-21
492,Coimbatore,Pollachi,Maize,Other,FAQ,1430,1480,1450,03-Oct-20
493,Coimbatore,Pollachi,Maize,Other,FAQ,1430,1480,1450,06-Oct-20
494,Coimbatore,Pollachi,Maize,Other,FAQ,1430,1480,1450,07-Oct-20
495,Coimbatore,Pollachi,Maize,Other,FAQ,1430,1480,1450,08-Oct-20
496,Coimbatore,Pollachi,Maize,Other,FAQ,1430,1480,1450,09-Oct-20
497,Coimbatore,Pollachi,Maize,Other,FAQ,1430,1480,1450,13-Oct-20
498,Coimbatore,Pollachi,Maize,Other,FAQ,1430,1480,1450,14-Oct-20
499,Coimbatore,Pollachi,Maize,Other,FAQ,1430,1480,1450,16-Oct-20
500,Coimbatore,Pollachi,Maize,Other,FAQ,1430,1480,1450,17-Oct-20
