Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1298,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2150,2230,2200,23-Feb-24
1299,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2150,2240,2210,04-Mar-24
1300,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2150,2260,2220,28-Feb-24
1301,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2150,2310,2230,27-May-24
1302,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2150,2325,2245,29-May-24
1303,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2150,2340,2230,12-Jun-24
1304,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2150,2350,2230,18-Jun-24
1305,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2150,2350,2265,29-Apr-24
1306,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2150,2375,2265,03-May-24
1307,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2154,2365,2236,17-Apr-24
1308,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2156,2330,2260,16-May-24
1309,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2160,2340,2235,17-May-24
1310,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2170,2325,2250,09-Jun-22
1311,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2180,2250,2200,06-Jan-23
1312,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2200,2220,2210,09-Jan-23
1313,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2200,2230,2210,20-Feb-24
1314,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2200,2230,2210,24-Feb-23
1315,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2200,2240,2220,01-Mar-24
1316,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2200,2240,2220,09-Mar-23
1317,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2200,2240,2230,28-Feb-23
1318,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2200,2250,2220,05-May-22
1319,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2200,2250,2220,07-Mar-24
1320,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2200,2250,2225,16-Feb-24
1321,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2200,2250,2225,17-Feb-23
1322,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2200,2250,2225,22-Feb-23
1323,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2200,2250,2230,08-Mar-24
1324,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2200,2250,2230,22-Feb-24
1325,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2200,2260,2220,18-Mar-24
1326,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2200,2260,2230,05-Mar-24
1327,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2200,2260,2240,06-Mar-24
1328,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2200,2260,2240,13-Mar-24
1329,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2200,2260,2240,20-Mar-24
1330,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2200,2260,2240,29-Jan-24
1331,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2200,2270,2230,27-Feb-24
1332,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2200,2270,2250,04-Jan-23
1333,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2200,2270,2250,10-Jan-23
1334,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2200,2280,2220,12-Feb-24
1335,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2200,2300,2250,10-Feb-23
1336,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2200,2300,2250,11-Jun-24
1337,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2200,2300,2250,15-Feb-23
1338,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2200,2300,2250,21-Dec-22
1339,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2200,2300,2250,21-Mar-22
1340,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2200,2310,2270,07-Aug-23
1341,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2205,2300,2250,13-Feb-24
1342,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2210,2230,2220,15-Mar-23
1343,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2210,2250,2230,11-Mar-24
1344,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2210,2300,2265,20-Feb-23
1345,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2220,2240,2230,07-Mar-23
1346,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2220,2250,2240,07-Feb-23
1347,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2220,2260,2240,14-Mar-23
1348,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2220,2260,2240,26-Feb-24
1349,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2220,2270,2240,19-Mar-24
1350,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2220,2270,2250,19-Feb-24
1351,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2220,2270,2250,24-Jul-23
1352,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2227,2350,2300,13-Jun-22
1353,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2230,2240,2235,01-Mar-23
1354,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2230,2250,2245,21-Feb-23
1355,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2230,2260,2240,02-Mar-23
1356,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2230,2270,2250,15-Feb-24
1357,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2230,2300,2250,13-Feb-23
1358,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2230,2450,2330,14-Jun-24
1359,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2240,2260,2250,13-Jan-23
1360,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2240,2270,2255,03-Mar-23
1361,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2240,2270,2255,06-Mar-23
1362,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2240,2300,2260,21-Mar-24
1363,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2240,2300,2265,14-Feb-23
1364,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2250,2300,2265,16-Feb-23
1365,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2250,2300,2270,01-Feb-23
1366,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2250,2300,2270,02-May-22
1367,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2250,2300,2270,03-Feb-23
1368,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2250,2300,2270,06-Feb-23
1369,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2250,2300,2270,16-Aug-23
1370,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2250,2300,2270,17-Jul-23
1371,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2250,2300,2270,21-Aug-23
1372,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2250,2300,2270,25-Mar-24
1373,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2250,2310,2270,04-Aug-23
1374,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2250,2340,2300,05-Oct-23
1375,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2250,2350,2300,03-Oct-23
1376,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2250,2350,2300,04-Sep-23
1377,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2250,2350,2300,06-Jun-24
1378,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2250,2350,2300,07-Sep-23
1379,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2250,2350,2300,10-Aug-23
1380,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2250,2350,2300,11-Aug-23
1381,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2250,2350,2300,25-Aug-23
1382,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2250,2350,2300,26-Sep-23
1383,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2250,2350,2300,30-Aug-23
1384,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2260,2300,2280,14-Jul-23
1385,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2260,2310,2300,02-Feb-23
1386,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2260,2450,2345,20-Apr-24
1387,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2270,2325,2300,23-Jan-23
1388,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2270,2340,2300,27-Sep-23
1389,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2280,2300,2290,27-Jan-23
1390,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2290,2340,2320,30-Jan-23
1391,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2290,2340,2320,31-Jan-23
1392,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2300,2330,2310,02-Jun-22
1393,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2300,2330,2310,07-Mar-22
1394,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2300,2340,2320,25-Jan-23
1395,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2300,2350,2320,08-May-24
1396,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2300,2350,2320,11-Aug-22
1397,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2300,2350,2330,30-May-22
1398,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2300,2400,2350,19-Sep-22
1399,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2300,2400,2350,26-Dec-22
1400,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2310,2340,2320,20-May-22
1401,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2320,2360,2340,30-Mar-22
1402,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2320,2375,2360,18-May-22
1403,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2320,2400,2350,16-Jun-22
1404,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2330,2350,2340,17-Mar-22
1405,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2330,2360,2340,21-Jun-22
1406,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2340,2400,2380,28-Jul-22
1407,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2350,2380,2360,15-Mar-22
1408,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2350,2400,2370,15-Jun-22
1409,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2350,2400,2370,24-Jun-22
1410,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2350,2400,2380,01-Aug-22
1411,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2350,2400,2380,02-Aug-22
1412,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2350,2400,2380,13-Apr-22
1413,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2350,2400,2380,25-Jul-22
1414,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2350,2430,2400,27-Jul-22
1415,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2350,2450,2400,14-Sep-22
1416,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2350,2550,2450,31-May-24
1417,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2370,2410,2390,22-Apr-22
1418,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2380,2410,2400,14-Mar-22
1419,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2400,2450,2420,26-May-22
1420,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2400,2500,2450,28-Jun-22
1421,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2450,2500,2470,12-Sep-22
1422,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2450,2500,2470,22-Aug-22
1423,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2450,2500,2480,05-Jul-22
1424,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2450,2650,2500,05-Jun-24
1425,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2450,2665,2500,04-Jun-24
1426,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),FAQ,2500,2530,2511,06-Jul-22
1427,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2000,2600,2600,11-Aug-24
1428,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2000,2600,2600,15-Sep-24
1429,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2000,2600,2600,29-Jul-24
1430,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2400,2400,17-Sep-24
1431,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,01-Oct-24
1432,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,01-Sep-24
1433,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,02-Dec-24
1434,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,02-Oct-24
1435,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,02-Sep-24
1436,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,03-Dec-24
1437,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,03-Oct-24
1438,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,03-Sep-24
1439,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,04-Oct-24
1440,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,04-Sep-24
1441,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,05-Dec-24
1442,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,05-Oct-24
1443,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,06-Dec-24
1444,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,06-Nov-24
1445,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,07-Aug-24
1446,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,07-Dec-24
1447,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,07-Nov-24
1448,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,07-Oct-24
1449,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,08-Dec-24
1450,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,08-Nov-24
1451,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,08-Oct-24
1452,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,08-Sep-24
1453,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,09-Aug-24
1454,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,09-Dec-24
1455,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,09-Nov-24
1456,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,10-Aug-24
1457,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,10-Dec-24
1458,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,10-Sep-24
1459,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,11-Dec-24
1460,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,11-Nov-24
1461,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,11-Sep-24
1462,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,12-Aug-24
1463,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,12-Dec-24
1464,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,12-Nov-24
1465,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,12-Sep-24
1466,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,13-Dec-24
1467,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,13-Nov-24
1468,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,13-Sep-24
1469,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,14-Dec-24
1470,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,14-Nov-24
1471,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,14-Sep-24
1472,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,15-Dec-24
1473,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,15-Nov-24
1474,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,16-Dec-24
1475,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,16-Nov-24
1476,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,16-Oct-24
1477,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,16-Sep-24
1478,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,17-Aug-24
1479,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,17-Dec-24
1480,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,17-Nov-24
1481,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,18-Nov-24
1482,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,18-Sep-24
1483,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,19-Dec-24
1484,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,19-Nov-24
1485,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,19-Oct-24
1486,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,20-Dec-24
1487,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,20-Nov-24
1488,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,20-Oct-24
1489,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,21-Aug-24
1490,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,21-Dec-24
1491,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,21-Jul-24
1492,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,21-Nov-24
1493,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,21-Sep-24
1494,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,22-Aug-24
1495,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,22-Dec-24
1496,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,22-Jul-24
1497,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,22-Nov-24
1498,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,22-Sep-24
1499,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,23-Dec-24
1500,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,23-Jul-24
1501,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,23-Sep-24
1502,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,24-Aug-24
1503,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,24-Dec-24
1504,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,24-Jul-24
1505,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,24-Nov-24
1506,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,24-Oct-24
1507,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,25-Aug-24
1508,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,25-Nov-24
1509,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,26-Aug-24
1510,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,26-Dec-24
1511,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,26-Nov-24
1512,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,27-Aug-24
1513,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,27-Dec-24
1514,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,27-Nov-24
1515,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,28-Aug-24
1516,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,28-Dec-24
1517,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,28-Sep-24
1518,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,29-Aug-24
1519,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,29-Dec-24
1520,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,29-Nov-24
1521,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,29-Sep-24
1522,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,30-Aug-24
1523,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,30-Dec-24
1524,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,30-Jul-24
1525,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,30-Oct-24
1526,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,30-Sep-24
1527,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,31-Aug-24
1528,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,31-Dec-24
1529,Coimbatore,Vadavalli(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,31-Oct-24
